population,x,y
9,451.91,730.93
2,454.06,730.93
4,455.13,730.93
13,456.21,730.93
9,457.28,730.93
6,458.36,730.93
4,460.51,730.93
4,461.58,730.93
4,463.98,722.59
10,462.85,724.44
1,462.82,725.37
4,463.9,725.37
3,468.2,725.37
5,471.42,725.37
12,464.94,726.3
7,468.17,726.3
4,462.77,727.22
9,467.07,727.22
8,468.14,727.22
34,469.22,727.22
5,470.29,727.22
2,467.01,729.07
5,470.18,730.93
4,471.26,730.93
6,440.06,731.85
2,440.03,732.78
6,431.41,733.7
1,437.85,733.7
5,440.0,733.7
1,435.68,734.63
5,438.9,734.63
3,439.98,734.63
3,435.65,735.56
5,436.73,735.56
5,437.8,735.56
4,438.88,735.56
10,439.95,735.56
2,435.63,736.48
8,436.7,736.48
91,437.78,736.48
12,439.93,736.48
130,437.75,737.41
8,438.82,737.41
9,436.65,738.33
25,437.72,738.33
5,439.87,738.33
2,435.55,739.26
11,436.62,739.26
6,438.77,739.26
2,439.85,739.26
26,432.3,740.19
7,433.37,740.19
16,435.52,740.19
5,436.6,740.19
8,438.75,740.19
12,439.82,740.19
4,441.13,731.85
7,444.36,731.85
1,446.51,731.85
2,447.58,731.85
8,448.66,731.85
7,449.73,731.85
4,450.8,731.85
6,441.1,732.78
6,443.25,732.78
3,444.33,732.78
7,445.4,732.78
9,446.48,732.78
3,447.55,732.78
12,450.78,732.78
17,442.15,733.7
4,443.23,733.7
21,444.3,733.7
3,446.45,733.7
13,449.68,733.7
16,450.75,733.7
13,442.13,734.63
5,443.2,734.63
4,444.28,734.63
10,446.43,734.63
4,448.57,734.63
15,449.65,734.63
105,450.72,734.63
14,441.03,735.56
3,442.1,735.56
10,443.18,735.56
12,444.25,735.56
9,445.32,735.56
1,447.47,735.56
19,448.55,735.56
22,449.62,735.56
10,442.07,736.48
21,443.15,736.48
20,445.3,736.48
18,446.37,736.48
17,448.52,736.48
11,449.6,736.48
14,450.67,736.48
18,442.05,737.41
12,443.12,737.41
5,444.2,737.41
38,446.35,737.41
34,447.42,737.41
13,450.64,737.41
9,443.1,738.33
2,444.17,738.33
156,445.24,738.33
716,446.32,738.33
2,440.92,739.26
38,442.0,739.26
6,443.07,739.26
21,444.14,739.26
419,445.22,739.26
438,446.29,739.26
11,447.37,739.26
29,448.44,739.26
6,449.52,739.26
16,441.97,740.19
5,444.12,740.19
63,445.19,740.19
14,446.27,740.19
8,447.34,740.19
9,448.41,740.19
7,449.49,740.19
10,452.95,731.85
1,454.03,731.85
11,455.1,731.85
3,456.18,731.85
16,460.48,731.85
4,461.55,731.85
9,452.93,732.78
3,454.0,732.78
9,456.15,732.78
1,459.38,732.78
4,460.45,732.78
8,451.83,733.7
6,453.98,733.7
7,456.12,733.7
1,459.35,733.7
22,451.8,734.63
8,452.87,734.63
3,453.95,734.63
18,455.02,734.63
18,451.77,735.56
15,455.0,735.56
5,452.82,736.48
8,456.04,736.48
3,457.12,736.48
5,453.87,737.41
1,451.69,738.33
5,452.77,738.33
17,453.84,738.33
13,457.06,738.33
6,451.66,739.26
8,454.89,739.26
9,457.01,740.19
2,467.98,732.78
18,469.05,732.78
7,467.95,733.7
4,469.02,733.7
2,465.77,734.63
2,465.74,735.56
6,470.98,740.19
6,472.05,740.19
12,479.57,740.19
12,161.57,741.11
11,162.64,741.11
3,163.7,742.04
1,164.77,742.96
16,167.99,742.96
47,170.14,742.96
62,171.21,742.96
57,178.75,741.11
3,172.3,742.04
2,173.37,742.04
213,172.29,742.96
13,173.36,742.96
32,174.44,742.96
118,176.57,743.89
93,176.56,744.81
89,177.64,744.81
36,177.63,745.74
21,178.69,746.67
79,178.68,747.59
18,179.75,747.59
30,179.74,748.52
57,180.82,748.52
19,181.89,748.52
27,181.88,749.44
183,182.95,749.44
65,197.02,741.11
686,198.09,741.11
9,200.24,741.11
89,203.46,741.11
1,193.78,742.04
6,194.86,742.04
25,197.0,742.04
117,198.08,742.04
7,200.23,742.04
9,202.37,742.04
7,203.45,742.04
4,193.77,742.96
1,196.99,742.96
10,198.07,742.96
3,201.29,742.96
3,193.76,743.89
5,194.83,743.89
18,195.91,743.89
9,196.98,743.89
3,198.05,743.89
7,200.2,743.89
2,194.82,744.81
7,195.89,744.81
27,196.97,744.81
4,198.04,744.81
2,196.96,745.74
5,198.03,745.74
5,194.8,746.67
15,198.01,747.59
1,196.92,748.52
4,198.0,748.52
28,195.84,749.44
34,196.91,749.44
5,197.98,749.44
68,204.54,741.11
19,205.61,741.11
3,206.68,741.11
4,205.6,742.04
4,206.67,742.04
4,206.66,742.96
8,209.82,747.59
16,208.73,748.52
29,209.81,748.52
6,210.88,748.52
22,209.79,749.44
2,210.87,749.44
19,211.94,749.44
2,213.01,749.44
17,221.72,741.11
5,222.8,741.11
2,223.87,741.11
5,220.56,747.59
3,220.54,748.52
3,221.62,748.52
5,221.6,749.44
5,229.24,741.11
12,234.59,742.96
26,234.57,743.89
3,235.56,749.44
4,238.91,741.11
21,242.13,741.11
2,243.21,741.11
21,244.28,741.11
5,245.36,741.11
18,237.82,742.04
10,239.97,742.04
11,241.05,742.04
4,242.12,742.04
47,244.27,742.04
12,237.81,742.96
3,239.96,742.96
5,241.03,742.96
17,242.1,742.96
12,243.18,742.96
4,244.25,742.96
7,245.33,742.96
1,246.4,742.96
3,237.79,743.89
12,241.02,743.89
4,242.09,743.89
26,243.16,743.89
47,244.24,743.89
15,237.78,744.81
14,238.85,744.81
8,239.93,744.81
22,241.0,744.81
25,242.08,744.81
7,243.15,744.81
2,244.22,744.81
17,245.3,744.81
9,237.77,745.74
16,238.84,745.74
21,239.91,745.74
7,242.06,745.74
2,243.14,745.74
5,244.21,745.74
13,245.28,745.74
29,239.9,746.67
18,240.97,746.67
4,242.05,746.67
9,244.19,746.67
26,245.27,746.67
10,246.34,746.67
8,239.89,747.59
3,240.96,747.59
6,242.03,747.59
6,243.11,747.59
12,244.18,747.59
32,245.25,747.59
88,246.33,747.59
10,239.87,748.52
1,242.02,748.52
2,244.17,748.52
4,245.24,748.52
606,246.31,748.52
4,237.71,749.44
7,238.78,749.44
22,240.93,749.44
17,242.0,749.44
3,243.08,749.44
11,244.15,749.44
21,246.3,749.44
3,248.58,741.11
6,248.56,742.04
3,248.55,742.96
8,247.46,743.89
20,247.45,744.81
19,247.42,746.67
5,253.86,746.67
33,247.4,747.59
8,253.84,747.59
488,247.39,748.52
4,253.83,748.52
11,257.05,748.52
43,247.37,749.44
1,248.45,749.44
22,252.74,749.44
7,255.96,749.44
4,185.08,751.3
6,192.59,751.3
1,183.99,752.22
4,185.07,752.22
39,192.58,752.22
17,185.06,753.15
17,191.5,753.15
4,192.57,753.15
20,185.04,754.07
376,191.48,754.07
2,192.56,754.07
67,186.11,755.0
159,190.4,755.0
1132,191.47,755.0
11,189.32,755.93
111,190.39,755.93
54,191.46,755.93
4,188.22,757.78
11,194.75,750.37
73,195.82,750.37
23,196.9,750.37
36,193.67,751.3
2,196.89,751.3
7,193.65,752.22
18,196.87,752.22
204,197.95,752.22
194,197.94,753.15
34,197.92,754.07
3,197.91,755.0
2,197.9,755.93
4,197.89,756.85
34,197.88,757.78
43,197.87,758.7
1,208.71,750.37
6,209.78,750.37
9,210.86,750.37
32,211.93,750.37
5,213.0,750.37
5,209.77,751.3
79,210.84,751.3
118,211.92,751.3
23,212.99,751.3
6,209.76,752.22
7,210.83,752.22
5,211.9,752.22
1,212.98,752.22
9,214.05,752.22
7,208.67,753.15
7,209.74,753.15
1,208.66,754.07
8,209.73,754.07
6,212.95,754.07
6,214.02,754.07
8,208.65,755.0
3,209.72,755.0
19,212.94,755.0
46,214.01,755.0
2,208.63,755.93
19,209.71,755.93
2,211.85,755.93
19,214.0,755.93
4,207.55,756.85
5,208.62,756.85
48,209.69,756.85
5,212.91,756.85
16,209.68,757.78
27,210.75,757.78
34,211.83,757.78
8,212.9,757.78
2,206.45,758.7
6,207.52,758.7
12,208.6,758.7
9,209.67,758.7
4,211.81,758.7
34,212.89,758.7
5,213.96,758.7
6,221.59,750.37
2,221.58,751.3
16,222.64,752.22
60,222.62,753.15
10,224.77,753.15
19,223.68,754.07
11,224.76,754.07
57,215.09,755.0
17,216.16,755.0
3,221.52,755.0
300,222.6,755.0
121,223.67,755.0
65,215.07,755.93
447,216.15,755.93
859,217.22,755.93
284,218.29,755.93
5,220.44,755.93
26,221.51,755.93
33,222.58,755.93
219,223.66,755.93
9,224.73,755.93
6,216.13,756.85
162,217.21,756.85
341,218.28,756.85
21,219.35,756.85
23,220.43,756.85
51,223.64,756.85
5,224.72,756.85
6,215.05,757.78
12,216.12,757.78
16,217.19,757.78
47,218.27,757.78
13,222.56,757.78
78,223.63,757.78
48,224.7,757.78
20,215.03,758.7
17,216.11,758.7
10,222.54,758.7
1,223.62,758.7
4,224.69,758.7
5,231.25,750.37
11,235.55,750.37
5,226.95,751.3
14,228.02,751.3
18,230.17,751.3
3,225.86,752.22
28,226.93,752.22
10,228.01,752.22
5,229.08,752.22
2,235.52,752.22
59,225.84,753.15
25,226.92,753.15
23,227.99,753.15
33,229.07,753.15
26,230.14,753.15
6,231.21,753.15
14,234.43,753.15
7,235.51,753.15
30,225.83,754.07
9,227.98,754.07
15,229.05,754.07
65,230.12,754.07
23,231.2,754.07
13,232.27,754.07
34,233.34,754.07
19,234.42,754.07
41,235.49,754.07
4,225.82,755.0
34,226.89,755.0
13,229.04,755.0
22,230.11,755.0
24,231.18,755.0
136,232.26,755.0
49,233.33,755.0
87,234.4,755.0
29,235.48,755.0
29,225.8,755.93
9,226.88,755.93
9,227.95,755.93
6,229.02,755.93
724,230.1,755.93
1354,231.17,755.93
76,232.24,755.93
51,233.32,755.93
8,234.39,755.93
34,235.46,755.93
42,225.79,756.85
12,227.94,756.85
17,229.01,756.85
260,230.08,756.85
132,231.16,756.85
253,232.23,756.85
26,233.3,756.85
9,234.38,756.85
58,235.45,756.85
4,225.78,757.78
43,227.92,757.78
19,229.0,757.78
12,230.07,757.78
14,231.14,757.78
10,233.29,757.78
4,225.76,758.7
10,226.84,758.7
186,227.91,758.7
45,228.98,758.7
14,230.06,758.7
50,231.13,758.7
4,232.2,758.7
16,236.62,750.37
17,237.7,750.37
8,238.77,750.37
17,240.92,750.37
22,241.99,750.37
6,243.06,750.37
15,244.14,750.37
4,245.21,750.37
6,237.68,751.3
12,238.75,751.3
164,239.83,751.3
558,240.9,751.3
30,241.97,751.3
8,243.05,751.3
18,244.12,751.3
8,236.59,752.22
12,237.67,752.22
20,238.74,752.22
63,239.81,752.22
576,240.89,752.22
13,241.96,752.22
4,243.03,752.22
7,236.58,753.15
2,237.65,753.15
11,238.73,753.15
9,239.8,753.15
6,240.87,753.15
6,241.95,753.15
34,243.02,753.15
2,244.09,753.15
2,245.17,753.15
7,236.56,754.07
31,237.64,754.07
63,236.55,755.0
3,237.62,755.0
2,236.54,755.93
10,246.2,755.93
184,249.5,750.37
20,250.58,750.37
3,251.65,750.37
3,255.95,750.37
11,251.64,751.3
31,254.86,751.3
9,255.93,751.3
22,257.0,751.3
10,247.33,752.22
8,251.62,752.22
3,252.7,752.22
4,253.77,752.22
60,254.84,752.22
10,255.92,752.22
2,247.31,753.15
6,252.68,753.15
14,252.67,754.07
1,255.89,754.07
9,250.5,755.0
933,251.58,755.0
663,252.65,755.0
47,253.72,755.0
8,254.8,755.0
2,255.87,755.0
11,247.27,755.93
5,249.42,755.93
5,250.49,755.93
67,251.56,755.93
13,253.71,755.93
4,254.78,755.93
4,256.93,755.93
16,247.25,756.85
7,248.33,756.85
3,251.55,756.85
4,256.91,756.85
5,247.24,757.78
15,248.31,757.78
7,247.22,758.7
162,248.3,758.7
2,249.37,758.7
1,251.52,758.7
1,252.59,758.7
16,198.93,759.63
160,199.99,760.56
21,201.05,761.48
13,201.04,762.41
20,202.11,762.41
7,203.18,762.41
4,202.1,763.33
32,203.17,763.33
105,203.16,764.26
2,203.15,765.19
12,205.36,759.63
9,206.44,759.63
4,207.51,759.63
9,208.58,759.63
6,210.73,759.63
19,211.8,759.63
18,212.88,759.63
41,213.95,759.63
4,205.35,760.56
35,206.42,760.56
3,207.5,760.56
18,210.72,760.56
5,211.79,760.56
1,212.86,760.56
4,204.27,761.48
40,206.41,761.48
9,211.78,761.48
2,212.85,761.48
1,204.25,762.41
14,205.33,762.41
4,204.24,763.33
5,215.02,759.63
12,216.09,759.63
1,224.68,759.63
4,216.08,760.56
16,217.15,760.56
3,218.23,760.56
12,223.59,760.56
6,224.66,760.56
9,222.49,762.41
4,222.48,763.33
1,222.43,767.04
44,225.75,759.63
43,226.82,759.63
6,227.9,759.63
57,228.97,759.63
88,230.04,759.63
5,231.12,759.63
17,232.19,759.63
3,234.33,759.63
57,225.74,760.56
43,226.81,760.56
4,227.88,760.56
92,232.17,760.56
32,233.25,760.56
59,234.32,760.56
6,235.39,760.56
1,231.09,761.48
89,232.16,761.48
38,235.38,761.48
4,231.07,762.41
131,232.15,762.41
266,233.22,762.41
3,234.29,762.41
3,235.36,762.41
28,233.21,763.33
61,234.28,763.33
114,235.35,763.33
2,233.19,764.26
227,235.34,764.26
55,234.25,765.19
270,235.32,765.19
35,231.02,766.11
47,232.09,766.11
20,234.24,766.11
1177,235.31,766.11
2,231.0,767.04
1293,235.29,767.04
899,235.28,767.96
5,246.14,759.63
6,245.05,760.56
6,246.12,760.56
4,236.45,761.48
2,245.03,761.48
19,246.11,761.48
6,245.02,762.41
16,246.09,762.41
7,236.42,763.33
1,245.01,763.33
227,236.41,764.26
12,237.48,764.26
43,238.55,764.26
18,239.63,764.26
13,241.77,764.26
22,242.85,764.26
27,243.92,764.26
9,244.99,764.26
9,246.06,764.26
273,236.4,765.19
41,237.47,765.19
5,238.54,765.19
18,239.61,765.19
4,240.69,765.19
4,241.76,765.19
23,242.83,765.19
8,243.9,765.19
4,244.98,765.19
8,246.05,765.19
2440,236.38,766.11
787,237.45,766.11
27,238.53,766.11
40,239.6,766.11
33,240.67,766.11
8,241.74,766.11
47,242.82,766.11
21,243.89,766.11
3,246.03,766.11
3296,236.37,767.04
1494,237.44,767.04
100,238.51,767.04
53,239.58,767.04
33,240.66,767.04
25,241.73,767.04
19,242.8,767.04
4,244.95,767.04
479,236.35,767.96
69,237.43,767.96
7,238.5,767.96
39,239.57,767.96
5,240.64,767.96
26,247.21,759.63
5,248.28,759.63
7,249.36,759.63
9,247.19,760.56
140,248.27,760.56
197,247.18,761.48
243,248.25,761.48
7,249.33,761.48
1212,247.17,762.41
559,248.24,762.41
42,249.31,762.41
3,250.38,762.41
67,247.15,763.33
8,248.22,763.33
5,250.37,763.33
50,247.14,764.26
8,248.21,764.26
1,249.28,764.26
5,248.19,765.19
3,247.11,766.11
3,248.18,766.11
7,249.25,766.11
3,249.24,767.04
18,211.61,773.52
10,213.76,773.52
5,211.6,774.44
40,212.67,774.44
138,213.74,774.44
375,213.73,775.37
4,220.24,769.81
9,219.14,771.67
110,214.84,772.59
9,215.91,772.59
19,218.06,772.59
19,220.2,772.59
1,221.27,772.59
8,222.35,772.59
95,214.83,773.52
64,215.9,773.52
12,216.97,773.52
13,218.04,773.52
4,219.12,773.52
5,220.19,773.52
2,221.26,773.52
11,222.33,773.52
1446,214.82,774.44
1199,215.89,774.44
75,216.96,774.44
13,218.03,774.44
30,219.1,774.44
25,220.17,774.44
14,221.25,774.44
16,222.32,774.44
9,223.39,774.44
2461,214.8,775.37
2260,215.87,775.37
1298,216.95,775.37
268,218.02,775.37
14,219.09,775.37
218,220.16,775.37
81,221.23,775.37
66,222.31,775.37
84,223.38,775.37
518,224.45,775.37
258,214.79,776.3
1110,215.86,776.3
1887,216.93,776.3
19,218.0,776.3
43,219.08,776.3
84,220.15,776.3
96,221.22,776.3
18,222.29,776.3
20,223.36,776.3
46,224.44,776.3
63,216.92,777.22
9,217.99,777.22
10,219.06,777.22
11,220.14,777.22
34,221.21,777.22
28,222.28,777.22
43,223.35,777.22
22,224.42,777.22
84,235.27,768.89
10,235.25,769.81
5,228.76,773.52
57,230.91,773.52
1,231.98,773.52
6,227.68,774.44
83,228.75,774.44
178,229.82,774.44
33,225.52,775.37
233,226.59,775.37
235,227.66,775.37
24,228.74,775.37
12,226.58,776.3
37,227.65,776.3
6,229.79,776.3
1,226.57,777.22
1,229.78,777.22
7,236.34,768.89
54,237.41,768.89
18,238.48,768.89
6,240.63,768.89
1,236.32,769.81
12,237.4,769.81
33,238.47,769.81
24,239.54,769.81
4,240.61,769.81
3,236.31,770.74
13,237.38,770.74
5,238.45,770.74
17,240.6,770.74
10,236.3,771.67
8,237.37,771.67
17,238.44,771.67
3,241.66,771.67
8,242.73,771.67
6,236.28,772.59
2,237.35,772.59
8,238.43,772.59
7,237.34,773.52
2,238.41,773.52
6,213.62,783.7
249,213.6,784.63
2,212.52,785.56
251,213.59,785.56
10,212.51,786.48
29,217.98,778.15
16,219.05,778.15
18,220.12,778.15
21,221.19,778.15
18,222.27,778.15
4,224.41,778.15
64,217.97,779.07
123,219.04,779.07
71,220.11,779.07
27,221.18,779.07
9,222.25,779.07
8,217.95,780.0
28,219.02,780.0
112,220.1,780.0
16,221.17,780.0
20,215.8,780.93
101,216.87,780.93
168,217.94,780.93
56,219.01,780.93
72,220.08,780.93
15,221.15,780.93
16,222.23,780.93
5,223.3,780.93
10,215.78,781.85
58,216.86,781.85
539,217.93,781.85
19,219.0,781.85
47,221.14,781.85
5,222.21,781.85
165,214.7,782.78
11,218.98,782.78
4,220.06,782.78
316,214.69,783.7
131,215.76,783.7
17,218.97,783.7
23,220.04,783.7
5,220.03,784.63
6,225.48,778.15
101,232.93,781.85
62,234.0,781.85
35,235.07,781.85
120,232.91,782.78
137,233.98,782.78
1,235.06,782.78
30,232.9,783.7
1,233.97,783.7
1,235.04,783.7
3,231.81,784.63
6,232.88,784.63
2,231.8,785.56
13,232.87,785.56
21,231.79,786.48
15,237.23,780.93
29,236.14,781.85
19,237.21,781.85
18,238.28,781.85
12,239.35,781.85
5,240.43,781.85
1,236.13,782.78
16,239.34,782.78
25,240.41,782.78
14,241.48,782.78
49,242.55,782.78
13,241.47,783.7
77,242.54,783.7
26,243.61,783.7
2,244.68,783.7
5,245.75,783.7
27,241.45,784.63
5,238.23,785.56
25,239.3,785.56
1,240.37,785.56
9,241.44,785.56
1,238.21,786.48
3,239.28,786.48
25,240.35,786.48
230,241.43,786.48
4,242.5,786.48
16,246.81,784.63
27,246.78,786.48
14,210.34,788.33
55,211.41,788.33
164,210.33,789.26
11,211.4,789.26
32,210.31,790.19
8,208.15,792.04
43,208.13,792.96
86,207.05,793.89
404,208.12,793.89
117,209.19,793.89
40,205.97,794.81
9,207.04,794.81
14,209.18,794.81
30,210.25,794.81
2,203.81,795.74
24,204.88,795.74
3,205.96,795.74
52,232.84,787.41
1,231.76,788.33
93,232.83,788.33
15,232.81,789.26
12,233.89,789.26
10,232.8,790.19
8,233.87,790.19
5,232.79,791.11
41,233.86,791.11
7,234.93,791.11
46,233.84,792.04
11,234.91,792.04
20,233.83,792.96
3,234.9,792.96
27,234.89,793.89
5,231.66,794.81
12,234.87,794.81
14,232.72,795.74
7,233.79,795.74
12,234.86,795.74
9,239.27,787.41
106,240.34,787.41
199,241.41,787.41
4,242.48,787.41
18,243.55,787.41
10,240.33,788.33
43,241.4,788.33
30,242.47,788.33
5,241.38,789.26
1,242.45,789.26
4,242.42,791.11
10,235.98,792.04
38,235.97,792.96
13,237.04,792.96
13,239.18,792.96
86,235.96,793.89
73,237.03,793.89
48,238.1,793.89
7,239.17,793.89
23,240.24,793.89
14,245.59,793.89
120,235.94,794.81
1055,237.01,794.81
116,238.08,794.81
18,239.15,794.81
29,240.22,794.81
51,241.29,794.81
33,242.37,794.81
1,243.44,794.81
20,245.58,794.81
16,235.93,795.74
360,237.0,795.74
83,238.07,795.74
51,239.14,795.74
19,240.21,795.74
20,241.28,795.74
4,242.35,795.74
21,244.49,795.74
4,245.56,795.74
51,249.98,787.41
3,251.05,787.41
96,252.12,787.41
2,253.19,787.41
8,253.18,788.33
1,254.25,788.33
5,255.21,794.81
356,255.2,795.74
573,256.27,795.74
35,200.55,799.44
7,201.62,799.44
3,199.46,801.3
20,199.45,802.22
1,199.44,803.15
24,199.41,805.0
5,223.0,801.3
2,222.99,802.22
17,224.05,803.15
5,224.03,804.07
17,233.77,796.67
36,234.84,796.67
83,234.83,797.59
3,234.82,798.52
7,234.8,799.44
10,234.79,800.37
12,233.69,802.22
4,233.67,803.15
4,225.1,804.07
27,231.52,804.07
3,232.59,804.07
6,233.66,804.07
17,225.09,805.0
84,227.23,805.0
90,228.3,805.0
30,231.51,805.0
2,233.65,805.0
21,235.91,796.67
38,236.98,796.67
104,238.05,796.67
96,239.12,796.67
16,240.2,796.67
40,241.27,796.67
8,242.34,796.67
27,243.41,796.67
16,244.48,796.67
103,235.9,797.59
61,236.97,797.59
429,238.04,797.59
1064,239.11,797.59
869,240.18,797.59
125,241.25,797.59
19,242.32,797.59
48,243.39,797.59
8,244.46,797.59
2,245.53,797.59
22,235.89,798.52
42,236.96,798.52
1275,238.03,798.52
2124,239.1,798.52
2920,240.17,798.52
1176,241.24,798.52
35,242.31,798.52
62,243.38,798.52
14,244.45,798.52
45,235.87,799.44
466,236.94,799.44
912,238.01,799.44
808,239.08,799.44
707,240.15,799.44
442,241.22,799.44
338,242.29,799.44
124,243.36,799.44
501,244.43,799.44
23,245.5,799.44
97,235.86,800.37
1455,236.93,800.37
50,238.0,800.37
98,244.42,800.37
102,245.49,800.37
95,235.84,801.3
1258,236.91,801.3
23,237.98,801.3
20,244.4,801.3
33,245.47,801.3
1,235.83,802.22
309,255.18,796.67
2393,256.25,796.67
784,254.1,797.59
2955,255.17,797.59
4132,256.24,797.59
7,246.59,798.52
7,253.01,798.52
36,254.08,798.52
3162,255.15,798.52
4448,256.22,798.52
16,246.57,799.44
7,247.64,799.44
1,248.71,799.44
38,249.78,799.44
45,250.85,799.44
6,251.92,799.44
3,252.99,799.44
410,255.13,799.44
5484,256.2,799.44
94,247.63,800.37
6,248.7,800.37
366,249.77,800.37
293,250.84,800.37
6,251.91,800.37
29,252.98,800.37
815,254.05,800.37
1701,255.12,800.37
4226,256.19,800.37
32,247.61,801.3
17,248.68,801.3
506,249.75,801.3
859,250.82,801.3
298,251.89,801.3
633,252.96,801.3
3079,254.03,801.3
2252,255.1,801.3
3757,256.17,801.3
42,249.74,802.22
3,250.81,802.22
594,251.88,802.22
1832,252.95,802.22
2021,254.02,802.22
317,255.09,802.22
2642,256.16,802.22
32,251.86,803.15
55,252.93,803.15
59,254.0,803.15
939,256.14,803.15
5,201.49,809.63
10,201.47,811.48
10,201.46,812.41
1,201.44,813.33
3,203.58,813.33
1,208.93,813.33
4,213.2,813.33
126,203.57,814.26
22,204.64,814.26
25,205.71,814.26
3,207.85,814.26
10,211.05,814.26
3,212.12,814.26
7,213.19,814.26
12,218.63,807.78
7,219.7,807.78
2,220.76,808.7
89,221.81,809.63
16,222.88,809.63
7,218.59,810.56
638,221.8,810.56
307,222.87,810.56
17,223.94,810.56
4,217.51,811.48
12,218.58,811.48
55,221.78,811.48
12,216.43,812.41
34,217.49,812.41
2,218.56,812.41
2,214.27,813.33
3,215.34,813.33
5,217.48,813.33
93,225.07,805.93
163,226.14,805.93
20,227.21,805.93
16,228.28,805.93
20,229.35,805.93
178,225.06,806.85
1007,226.13,806.85
11,227.2,806.85
175,225.05,807.78
40,226.12,807.78
66,225.03,808.7
708,226.1,808.7
13,225.02,809.63
11,263.62,741.11
235,264.69,741.11
5,266.84,741.11
6,261.39,745.74
1,258.16,746.67
3,259.23,746.67
2,258.14,747.59
2,262.43,747.59
8,258.12,748.52
37,261.35,748.52
10,262.42,748.52
4,264.57,748.52
5,259.18,749.44
34,260.26,749.44
17,261.33,749.44
9,264.55,749.44
2,292.47,749.44
597,310.89,741.11
11,308.72,742.04
11,311.96,741.11
34,313.03,741.11
1226,314.11,741.11
5240,315.18,741.11
5547,316.26,741.11
4138,317.33,741.11
1053,318.4,741.11
2,313.02,742.04
624,315.16,742.04
4633,316.24,742.04
2340,317.31,742.04
273,318.39,742.04
952,316.22,742.96
2185,317.29,742.96
16,317.27,743.89
154,317.25,744.81
1,317.24,745.74
25,318.31,745.74
41,320.46,745.74
2,321.53,745.74
97,318.29,746.67
511,319.36,746.67
9,320.44,746.67
17,318.27,747.59
521,319.35,747.59
5,317.18,748.52
39,318.25,748.52
22,319.33,748.52
9,320.4,748.52
9,318.23,749.44
3,319.31,749.44
7,321.46,749.44
8,329.15,741.11
12,330.22,741.11
19,331.3,741.11
8,330.2,742.04
13,331.28,742.04
11,332.35,742.04
10,329.11,742.96
31,330.18,742.96
7,331.26,742.96
3,332.33,742.96
47,329.09,743.89
48,330.16,743.89
4,331.24,743.89
16,330.14,744.81
26,331.22,744.81
26,324.75,745.74
12,326.9,745.74
52,327.98,745.74
7,329.05,745.74
26,331.2,745.74
36,332.27,745.74
2,322.59,746.67
16,325.81,746.67
24,327.96,746.67
18,331.18,746.67
228,332.25,746.67
6,322.57,747.59
381,323.64,747.59
221,324.71,747.59
42,325.79,747.59
5,326.86,747.59
25,331.16,747.59
598,332.23,747.59
10,322.55,748.52
11,323.62,748.52
14,324.7,748.52
14,325.77,748.52
5,326.84,748.52
4,327.92,748.52
18,332.21,748.52
10,322.53,749.44
11,325.75,749.44
19,326.82,749.44
1,332.19,749.44
14,333.44,741.11
9,335.59,741.11
21,336.67,741.11
46,333.42,742.04
5,334.5,742.04
10,333.4,742.96
8,334.48,742.96
6,335.55,742.96
7,334.46,743.89
182,333.36,744.81
25,334.44,744.81
36,333.34,745.74
35,334.42,745.74
17,335.49,745.74
17,336.57,745.74
4,337.64,745.74
527,333.32,746.67
38,334.4,746.67
19,335.47,746.67
3,336.55,746.67
456,333.31,747.59
36,334.38,747.59
27,335.45,747.59
2,337.6,747.59
30,333.29,748.52
27,334.36,748.52
18,335.43,748.52
17,336.51,748.52
2,334.34,749.44
3,341.85,749.44
3,258.09,750.37
5,259.17,750.37
2,260.24,750.37
14,258.08,751.3
1,258.0,755.93
11,257.99,756.85
1,257.97,757.78
78,292.41,752.22
117,292.4,753.15
6,299.8,758.7
591,309.59,752.22
9,307.42,753.15
1916,308.5,753.15
2251,309.57,753.15
416,310.64,753.15
2281,308.48,754.07
529,309.55,754.07
248,308.46,755.0
1119,309.53,755.0
12,306.3,755.93
6,309.52,755.93
1,307.35,756.85
251,308.42,756.85
233,309.5,756.85
32,310.57,756.85
1602,310.55,757.78
389,310.53,758.7
3,321.44,750.37
5,319.27,751.3
6,321.42,751.3
2,318.18,752.22
4,321.38,753.15
1,315.99,754.07
148,321.36,754.07
333,315.97,755.0
21,319.19,755.0
29,321.34,755.0
190,314.88,755.93
15,318.1,755.93
10,319.17,755.93
25,320.25,755.93
72,321.32,755.93
181,311.64,756.85
1614,312.72,756.85
483,313.79,756.85
7,319.16,756.85
17,320.23,756.85
50,321.3,756.85
2896,311.62,757.78
4156,312.7,757.78
2377,313.77,757.78
524,314.84,757.78
3605,311.61,758.7
4208,312.68,758.7
5116,313.75,758.7
4730,314.82,758.7
4015,315.9,758.7
107,316.97,758.7
17,322.51,750.37
17,323.58,750.37
3,324.66,750.37
29,326.8,750.37
8,332.17,750.37
12,323.56,751.3
3,324.64,751.3
35,325.71,751.3
632,326.78,751.3
782,327.86,751.3
4,328.93,751.3
2,332.15,751.3
7,322.47,752.22
3,323.54,752.22
4,324.62,752.22
3,325.69,752.22
577,327.84,752.22
435,328.91,752.22
5,331.06,752.22
2,332.13,752.22
15,322.45,753.15
16,324.6,753.15
4,327.82,753.15
15,328.89,753.15
6,331.04,753.15
8,332.11,753.15
62,322.43,754.07
58,323.51,754.07
