population,x,y
475,-80.92,-102.41
3453,-79.79,-102.41
4475,-78.7,-110.74
478,-77.57,-110.74
1983,-76.43,-110.74
3190,-75.3,-110.74
995,-74.17,-110.74
660,-73.04,-110.74
31,-71.91,-110.74
1,-69.65,-110.74
2344,-78.69,-109.81
899,-77.56,-109.81
1460,-76.43,-109.81
1236,-75.3,-109.81
84,-74.17,-109.81
26,-73.04,-109.81
214,-71.91,-109.81
76,-70.78,-109.81
113,-69.65,-109.81
16,-68.52,-109.81
695,-78.69,-108.89
834,-77.56,-108.89
435,-76.43,-108.89
2182,-75.3,-108.89
3981,-74.17,-108.89
459,-73.04,-108.89
57,-71.9,-108.89
48,-70.77,-108.89
11,-68.51,-108.89
436,-78.68,-107.96
2287,-77.55,-107.96
1143,-76.42,-107.96
2371,-75.29,-107.96
1046,-74.16,-107.96
376,-73.03,-107.96
382,-71.9,-107.96
6,-70.77,-107.96
61,-69.64,-107.96
95,-68.51,-107.96
989,-78.68,-107.04
5833,-77.55,-107.04
1172,-76.42,-107.04
543,-75.29,-107.04
72,-74.16,-107.04
627,-73.03,-107.04
418,-71.9,-107.04
116,-70.77,-107.04
107,-69.64,-107.04
94,-68.51,-107.04
2142,-78.68,-106.11
7947,-77.55,-106.11
6896,-76.41,-106.11
8167,-75.28,-106.11
640,-74.15,-106.11
269,-73.02,-106.11
235,-71.89,-106.11
12,-70.76,-106.11
35,-69.63,-106.11
155,-68.5,-106.11
4234,-78.67,-105.19
7123,-77.54,-105.19
1738,-76.41,-105.19
3730,-75.28,-105.19
1923,-74.15,-105.19
216,-73.02,-105.19
1460,-71.89,-105.19
845,-70.76,-105.19
138,-69.63,-105.19
170,-68.5,-105.19
1810,-78.67,-104.26
4747,-77.54,-104.26
1826,-76.41,-104.26
3017,-75.28,-104.26
569,-74.15,-104.26
3838,-73.02,-104.26
2604,-71.89,-104.26
1912,-70.76,-104.26
28,-69.63,-104.26
68,-68.5,-104.26
1272,-78.66,-103.33
1746,-77.53,-103.33
5813,-76.4,-103.33
1133,-75.27,-103.33
3485,-74.14,-103.33
3544,-73.01,-103.33
266,-71.88,-103.33
183,-70.75,-103.33
130,-69.62,-103.33
71,-68.49,-103.33
3138,-78.66,-102.41
5548,-77.53,-102.41
3756,-76.4,-102.41
811,-75.27,-102.41
6574,-74.14,-102.41
4821,-73.01,-102.41
1390,-71.88,-102.41
59,-70.75,-102.41
371,-69.62,-102.41
73,-68.49,-102.41
48,-67.39,-110.74
21,-65.13,-110.74
41,-64.0,-110.74
60,-62.87,-110.74
18,-61.74,-110.74
48,-60.61,-110.74
22,-59.47,-110.74
14,-58.34,-110.74
19,-57.21,-110.74
133,-67.39,-109.81
12,-66.26,-109.81
78,-65.12,-109.81
69,-63.99,-109.81
56,-62.86,-109.81
16,-61.73,-109.81
35,-59.47,-109.81
36,-58.34,-109.81
62,-57.21,-109.81
36,-67.38,-108.89
55,-66.25,-108.89
44,-65.12,-108.89
10,-63.99,-108.89
15,-62.86,-108.89
2,-61.73,-108.89
38,-60.6,-108.89
58,-59.47,-108.89
13,-58.34,-108.89
3,-57.21,-108.89
22,-67.38,-107.96
14,-66.25,-107.96
232,-65.12,-107.96
409,-63.99,-107.96
170,-62.86,-107.96
36,-61.73,-107.96
28,-60.6,-107.96
60,-59.47,-107.96
20,-58.33,-107.96
54,-57.2,-107.96
9,-67.38,-107.04
6,-66.24,-107.04
531,-65.11,-107.04
74,-63.98,-107.04
288,-62.85,-107.04
168,-61.72,-107.04
33,-60.59,-107.04
8,-59.46,-107.04
54,-58.33,-107.04
44,-57.2,-107.04
181,-67.37,-106.11
71,-66.24,-106.11
62,-65.11,-106.11
41,-63.98,-106.11
91,-62.85,-106.11
174,-61.72,-106.11
97,-60.59,-106.11
44,-59.46,-106.11
53,-58.33,-106.11
31,-57.2,-106.11
64,-67.37,-105.19
58,-66.24,-105.19
48,-62.85,-105.19
3,-61.72,-105.19
88,-59.46,-105.19
42,-58.33,-105.19
60,-57.2,-105.19
67,-67.36,-104.26
87,-66.23,-104.26
18,-61.71,-104.26
1,-60.58,-104.26
22,-58.32,-104.26
27,-57.19,-104.26
84,-67.36,-103.33
113,-66.23,-103.33
36,-65.1,-103.33
34,-63.97,-103.33
7,-62.84,-103.33
19,-61.71,-103.33
6,-60.58,-103.33
2,-57.19,-103.33
7,-67.36,-102.41
122,-66.23,-102.41
110,-65.1,-102.41
17,-63.97,-102.41
89,-62.84,-102.41
2,-56.08,-110.74
20,-53.82,-110.74
26,-52.69,-110.74
67,-51.56,-110.74
32,-50.43,-110.74
12,-49.3,-110.74
3,-45.91,-110.74
7,-56.08,-109.81
21,-51.56,-109.81
64,-50.43,-109.81
1,-49.3,-109.81
4,-47.03,-109.81
5,-45.9,-109.81
5,-56.08,-108.89
39,-50.42,-108.89
33,-49.29,-108.89
5,-47.03,-108.89
10,-45.9,-108.89
1,-50.42,-107.96
29,-48.16,-107.96
10,-47.03,-107.96
14,-45.9,-107.96
60,-56.07,-107.04
36,-54.94,-107.04
2,-52.68,-107.04
16,-49.29,-107.04
28,-48.16,-107.04
90,-56.07,-106.11
7,-54.94,-106.11
7,-52.68,-106.11
49,-49.29,-106.11
32,-47.02,-106.11
26,-56.06,-105.19
60,-54.93,-105.19
18,-53.8,-105.19
3,-52.67,-105.19
4,-50.41,-105.19
10,-47.02,-105.19
28,-45.89,-105.19
25,-56.06,-104.26
6,-54.93,-104.26
20,-52.67,-104.26
30,-48.15,-104.26
11,-54.93,-103.33
8,-53.8,-103.33
27,-52.67,-103.33
13,-48.15,-103.33
3,-54.93,-102.41
2,-53.8,-102.41
63,-52.67,-102.41
10,-49.28,-102.41
9,-48.15,-102.41
21,-43.64,-110.74
83,-40.25,-110.74
18,-43.64,-109.81
4,-42.51,-109.81
87,-40.25,-109.81
21,-43.64,-108.89
3,-42.51,-108.89
3,-41.38,-108.89
238,-40.25,-108.89
14,-39.12,-108.89
12,-37.99,-108.89
23,-44.77,-107.96
21,-43.64,-107.96
5,-41.38,-107.96
86,-40.25,-107.96
8,-39.12,-107.96
5,-43.64,-107.04
12,-42.51,-107.04
17,-41.37,-107.04
56,-40.24,-107.04
13,-43.63,-106.11
15,-41.37,-106.11
51,-40.24,-106.11
71,-39.11,-106.11
46,-43.63,-105.19
92,-42.5,-105.19
11,-41.37,-105.19
19,-40.24,-105.19
26,-39.11,-105.19
19,-43.63,-104.26
54,-42.5,-104.26
113,-41.37,-104.26
144,-40.24,-104.26
11,-39.11,-104.26
15,-35.72,-104.26
7,-43.63,-103.33
31,-42.5,-103.33
61,-41.37,-103.33
99,-40.24,-103.33
14,-39.11,-103.33
6,-37.98,-103.33
14,-35.72,-103.33
55,-34.58,-103.33
22,-37.97,-102.41
5,-34.58,-102.41
2,-31.21,-110.74
269,-30.08,-110.74
50,-27.81,-108.89
6,-26.68,-108.89
61,-26.68,-107.96
186,-25.55,-107.96
25,-26.68,-107.04
51,-25.55,-107.04
18,-26.68,-106.11
77,-25.55,-106.11
7,-28.94,-105.19
17,-27.81,-105.19
8,-26.68,-105.19
47,-25.55,-105.19
5,-30.07,-104.26
49,-26.67,-104.26
11,-24.41,-104.26
10,-23.28,-104.26
1,-31.19,-103.33
5,-30.06,-103.33
37,-28.93,-103.33
109,-27.8,-103.33
501,-26.67,-103.33
21,-25.54,-103.33
52,-24.41,-103.33
47,-31.19,-102.41
89,-30.06,-102.41
183,-28.93,-102.41
142,-27.8,-102.41
303,-26.67,-102.41
168,-25.54,-102.41
10,-24.41,-102.41
10,-23.28,-102.41
21,-22.15,-102.41
4027,-89.96,-101.48
890,-88.83,-101.48
2568,-87.7,-101.48
4069,-86.57,-101.48
1396,-85.44,-101.48
4593,-84.31,-101.48
7058,-83.18,-101.48
2586,-82.05,-101.48
993,-80.92,-101.48
1135,-79.79,-101.48
8281,-89.95,-100.56
7086,-88.82,-100.56
3706,-87.69,-100.56
755,-86.56,-100.56
3722,-85.43,-100.56
2314,-84.3,-100.56
897,-83.17,-100.56
1137,-82.04,-100.56
1211,-80.91,-100.56
1669,-79.78,-100.56
7100,-89.95,-99.63
8031,-88.82,-99.63
3205,-87.69,-99.63
1016,-86.56,-99.63
1997,-85.43,-99.63
1918,-84.3,-99.63
640,-83.17,-99.63
1822,-82.04,-99.63
682,-80.91,-99.63
597,-79.78,-99.63
6534,-89.94,-98.7
4762,-88.81,-98.7
2429,-87.68,-98.7
6344,-86.55,-98.7
6456,-85.42,-98.7
3244,-84.29,-98.7
139,-83.16,-98.7
2035,-82.03,-98.7
3568,-80.9,-98.7
4946,-79.77,-98.7
9840,-89.94,-97.78
6439,-88.81,-97.78
5608,-87.68,-97.78
4479,-86.55,-97.78
6388,-85.42,-97.78
1303,-84.29,-97.78
354,-82.03,-97.78
3186,-80.9,-97.78
6418,-79.77,-97.78
5079,-89.93,-96.85
1383,-88.8,-96.85
2079,-87.67,-96.85
2191,-86.54,-96.85
2987,-85.41,-96.85
4028,-84.28,-96.85
173,-83.15,-96.85
3802,-82.02,-96.85
3528,-80.89,-96.85
251,-79.76,-96.85
5723,-89.93,-95.93
5853,-88.8,-95.93
3770,-87.67,-95.93
780,-86.54,-95.93
1003,-85.41,-95.93
525,-84.28,-95.93
1111,-83.15,-95.93
46,-82.02,-95.93
128,-80.89,-95.93
270,-79.76,-95.93
411,-89.92,-95.0
7710,-88.79,-95.0
7620,-87.66,-95.0
3045,-86.53,-95.0
1336,-85.4,-95.0
217,-84.28,-95.0
1289,-83.15,-95.0
495,-82.02,-95.0
98,-80.89,-95.0
252,-79.76,-95.0
9549,-89.92,-94.07
9235,-88.79,-94.07
5627,-87.66,-94.07
1716,-86.53,-94.07
2045,-85.4,-94.07
2014,-84.27,-94.07
21,-83.14,-94.07
1,-82.01,-94.07
306,-79.75,-94.07
10182,-89.91,-93.15
6655,-88.78,-93.15
5649,-87.66,-93.15
2501,-86.53,-93.15
1034,-85.4,-93.15
1192,-83.14,-93.15
300,-82.01,-93.15
50,-80.88,-93.15
217,-79.75,-93.15
5458,-78.66,-101.48
5910,-77.53,-101.48
8115,-76.4,-101.48
1990,-75.27,-101.48
5191,-74.13,-101.48
5923,-73.0,-101.48
14,-70.74,-101.48
581,-69.61,-101.48
105,-68.48,-101.48
2225,-78.65,-100.56
6376,-77.52,-100.56
6955,-76.39,-100.56
3144,-75.26,-100.56
1765,-74.13,-100.56
5078,-73.0,-100.56
917,-71.87,-100.56
14,-70.74,-100.56
265,-69.61,-100.56
172,-68.48,-100.56
387,-78.65,-99.63
1268,-77.52,-99.63
4157,-76.39,-99.63
3853,-75.26,-99.63
3025,-74.13,-99.63
3479,-73.0,-99.63
1576,-71.87,-99.63
124,-70.74,-99.63
309,-69.61,-99.63
108,-78.64,-98.7
3396,-77.51,-98.7
1663,-76.38,-98.7
2775,-75.25,-98.7
2610,-74.12,-98.7
2016,-72.99,-98.7
266,-71.86,-98.7
78,-70.73,-98.7
5,-69.6,-98.7
29,-68.47,-98.7
3394,-78.64,-97.78
6708,-77.51,-97.78
1060,-76.38,-97.78
2018,-75.25,-97.78
7887,-74.12,-97.78
377,-72.99,-97.78
167,-71.86,-97.78
147,-70.73,-97.78
92,-69.6,-97.78
13,-68.47,-97.78
2251,-78.63,-96.85
1190,-77.51,-96.85
1147,-76.38,-96.85
3850,-75.25,-96.85
3826,-74.12,-96.85
1138,-72.99,-96.85
218,-71.86,-96.85
8,-70.73,-96.85
62,-69.6,-96.85
54,-68.47,-96.85
1130,-78.63,-95.93
929,-77.5,-95.93
209,-76.37,-95.93
753,-75.24,-95.93
708,-74.11,-95.93
792,-72.98,-95.93
292,-71.85,-95.93
287,-70.72,-95.93
126,-69.59,-95.93
188,-68.46,-95.93
3227,-78.63,-95.0
3503,-77.5,-95.0
69,-76.37,-95.0
1065,-75.24,-95.0
1429,-74.11,-95.0
232,-72.98,-95.0
218,-71.85,-95.0
360,-70.72,-95.0
77,-69.59,-95.0
75,-68.46,-95.0
693,-78.62,-94.07
3617,-77.49,-94.07
417,-76.36,-94.07
456,-75.23,-94.07
2452,-74.1,-94.07
463,-72.97,-94.07
655,-70.72,-94.07
555,-69.59,-94.07
92,-68.46,-94.07
1,-78.62,-93.15
4,-77.49,-93.15
202,-76.36,-93.15
621,-75.23,-93.15
1304,-74.1,-93.15
1665,-72.97,-93.15
79,-69.58,-93.15
30,-68.45,-93.15
30,-67.35,-101.48
82,-66.22,-101.48
31,-65.09,-101.48
36,-63.96,-101.48
47,-62.83,-101.48
3,-59.44,-101.48
21,-67.35,-100.56
37,-66.22,-100.56
51,-65.09,-100.56
48,-63.96,-100.56
67,-62.83,-100.56
7,-61.7,-100.56
6,-60.57,-100.56
58,-59.44,-100.56
141,-67.35,-99.63
52,-66.22,-99.63
158,-65.09,-99.63
42,-63.96,-99.63
76,-62.83,-99.63
13,-61.7,-99.63
2,-60.57,-99.63
5,-59.44,-99.63
10,-58.31,-99.63
117,-67.34,-98.7
193,-66.21,-98.7
8,-65.08,-98.7
75,-63.95,-98.7
26,-62.82,-98.7
21,-61.69,-98.7
8,-60.56,-98.7
13,-59.43,-98.7
2,-58.3,-98.7
30,-57.17,-98.7
7,-66.21,-97.78
66,-65.08,-97.78
60,-63.95,-97.78
5,-62.82,-97.78
12,-61.69,-97.78
22,-60.56,-97.78
3,-59.43,-97.78
205,-66.21,-96.85
234,-65.08,-96.85
280,-63.95,-96.85
350,-62.82,-96.85
26,-61.69,-96.85
32,-60.56,-96.85
15,-59.43,-96.85
73,-58.3,-96.85
3,-57.17,-96.85
137,-67.33,-95.93
126,-62.81,-95.93
980,-61.68,-95.93
203,-60.55,-95.93
17,-59.43,-95.93
60,-58.3,-95.93
6,-57.17,-95.93
26,-67.33,-95.0
2,-66.2,-95.0
49,-62.81,-95.0
59,-61.68,-95.0
36,-60.55,-95.0
216,-59.42,-95.0
37,-58.29,-95.0
44,-57.16,-95.0
37,-67.33,-94.07
5,-65.07,-94.07
13,-63.94,-94.07
18,-62.81,-94.07
45,-61.68,-94.07
76,-60.55,-94.07
79,-59.42,-94.07
71,-58.29,-94.07
30,-57.16,-94.07
123,-67.32,-93.15
38,-65.06,-93.15
61,-63.93,-93.15
4,-62.8,-93.15
194,-61.67,-93.15
80,-60.55,-93.15
106,-59.42,-93.15
37,-58.29,-93.15
55,-57.16,-93.15
4,-56.05,-101.48
36,-54.92,-101.48
1,-53.79,-101.48
2,-45.88,-101.48
7,-54.92,-99.63
8,-53.78,-97.78
3,-47.0,-97.78
3,-48.13,-96.85
3,-47.0,-96.85
2,-56.04,-95.93
2,-49.26,-95.93
12,-48.13,-95.93
16,-56.03,-95.0
63,-56.03,-94.07
2,-54.9,-94.07
2,-53.77,-94.07
3,-52.64,-94.07
1,-51.51,-94.07
22,-50.38,-94.07
14,-49.25,-94.07
12,-56.03,-93.15
98,-54.9,-93.15
9,-53.77,-93.15
16,-46.99,-93.15
16,-45.86,-93.15
106,-39.1,-101.48
34,-37.97,-101.48
46,-36.84,-101.48
26,-35.71,-101.48
17,-34.58,-101.48
10,-40.23,-100.56
725,-39.1,-100.56
333,-37.97,-100.56
38,-36.84,-100.56
5,-34.58,-100.56
59,-39.1,-99.63
41,-37.97,-99.63
8,-36.84,-99.63
7,-37.97,-98.7
9,-36.84,-98.7
9,-35.71,-98.7
15,-34.58,-98.7
4,-43.61,-97.78
4,-36.83,-97.78
22,-42.48,-96.85
25,-40.22,-96.85
10,-39.09,-96.85
23,-41.35,-95.93
74,-40.22,-95.93
98,-41.35,-95.0
134,-40.22,-95.0
2,-35.7,-95.0
108,-42.47,-94.07
84,-41.34,-94.07
71,-40.22,-94.07
4,-34.57,-94.07
5,-44.73,-93.15
16,-42.47,-93.15
29,-41.34,-93.15
112,-34.57,-93.15
39,-33.45,-101.48
69,-28.93,-101.48
14,-26.67,-101.48
4,-24.41,-101.48
14,-23.28,-101.48
7,-33.45,-100.56
6,-32.32,-100.56
36,-31.19,-100.56
22,-30.06,-100.56
6,-28.93,-100.56
7,-27.8,-100.56
21,-26.67,-100.56
20,-24.41,-100.56
11,-23.28,-100.56
10,-33.45,-99.63
34,-32.32,-99.63
36,-31.19,-99.63
10,-28.93,-99.63
38,-27.8,-99.63
25,-33.45,-98.7
4,-32.32,-98.7
18,-31.19,-98.7
11,-30.06,-98.7
3,-27.8,-98.7
4,-26.67,-98.7
45,-31.18,-97.78
47,-30.05,-97.78
22,-26.66,-97.78
41,-25.54,-97.78
6,-32.31,-96.85
7,-25.53,-96.85
5,-33.44,-95.93
31,-30.05,-95.93
10,-28.92,-95.93
68,-27.79,-95.93
14,-25.53,-95.93
1,-32.31,-95.0
11,-28.92,-95.0
85,-27.79,-95.0
67,-26.66,-95.0
88,-25.53,-95.0
6,-23.27,-95.0
22,-33.44,-94.07
163,-32.31,-94.07
63,-31.18,-94.07
10,-30.05,-94.07
12,-27.79,-94.07
16,-25.53,-94.07
8,-24.4,-94.07
4,-23.27,-94.07
146,-33.44,-93.15
45,-32.31,-93.15
3,-31.18,-93.15
12,-28.92,-93.15
6,-27.79,-93.15
18,-25.53,-93.15
12,-23.27,-93.15
3,-22.14,-95.0
11395,-89.91,-92.22
5590,-88.78,-92.22
7502,-87.65,-92.22
6554,-86.52,-92.22
613,-85.39,-92.22
486,-84.26,-92.22
716,-83.13,-92.22
454,-80.87,-92.22
34,-79.74,-92.22
11769,-89.9,-91.3
13502,-88.78,-91.3
9103,-87.65,-91.3
6476,-86.52,-91.3
1900,-85.39,-91.3
1171,-84.26,-91.3
132,-83.13,-91.3
614,-80.87,-91.3
8517,-89.9,-90.37
11132,-88.77,-90.37
9579,-87.64,-90.37
1270,-86.51,-90.37
967,-85.38,-90.37
606,-84.25,-90.37
74,-83.12,-90.37
1946,-80.87,-90.37
8798,-89.9,-89.44
10486,-88.77,-89.44
6751,-87.64,-89.44
2974,-86.51,-89.44
1497,-85.38,-89.44
354,-84.25,-89.44
458,-83.12,-89.44
3481,-81.99,-89.44
2702,-80.86,-89.44
6562,-89.89,-88.52
5118,-88.76,-88.52
4120,-87.63,-88.52
1180,-86.5,-88.52
2990,-85.37,-88.52
1754,-84.24,-88.52
5953,-83.12,-88.52
6690,-81.99,-88.52
1312,-80.86,-88.52
48,-79.73,-88.52
6285,-89.89,-87.59
7296,-88.76,-87.59
4017,-87.63,-87.59
6079,-86.5,-87.59
6403,-85.37,-87.59
5050,-84.24,-87.59
6161,-83.11,-87.59
6813,-81.98,-87.59
2630,-80.85,-87.59
1414,-79.72,-87.59
1691,-89.88,-86.67
4948,-88.75,-86.67
3278,-87.62,-86.67
5223,-86.49,-86.67
8150,-85.36,-86.67
5870,-84.24,-86.67
5784,-83.11,-86.67
3610,-81.98,-86.67
2404,-80.85,-86.67
585,-79.72,-86.67
4254,-89.88,-85.74
2388,-88.75,-85.74
1562,-87.62,-85.74
3674,-86.49,-85.74
4174,-85.36,-85.74
7758,-84.23,-85.74
6645,-83.1,-85.74
3159,-81.97,-85.74
3021,-80.84,-85.74
903,-79.71,-85.74
3461,-89.87,-84.81
4198,-88.74,-84.81
1401,-87.61,-84.81
5717,-84.23,-84.81
2670,-83.1,-84.81
135,-80.84,-84.81
1727,-79.71,-84.81
2255,-89.87,-83.89
4729,-88.74,-83.89
3165,-87.61,-83.89
2161,-86.48,-83.89
857,-85.35,-83.89
5068,-84.22,-83.89
2340,-83.09,-83.89
885,-81.96,-83.89
2,-80.84,-83.89
1896,-79.71,-83.89
58,-78.61,-92.22
46,-76.36,-92.22
283,-75.23,-92.22
935,-74.1,-92.22
587,-72.97,-92.22
102,-70.71,-92.22
5,-69.58,-92.22
61,-68.45,-92.22
179,-78.61,-91.3
2,-76.35,-91.3
19,-74.09,-91.3
1053,-72.96,-91.3
171,-71.83,-91.3
60,-70.7,-91.3
2,-69.57,-91.3
101,-68.45,-91.3
1,-76.35,-90.37
7,-74.09,-90.37
677,-72.96,-90.37
888,-71.83,-90.37
45,-70.7,-90.37
41,-69.57,-90.37
65,-68.44,-90.37
2,-78.6,-89.44
372,-72.96,-89.44
831,-71.83,-89.44
236,-70.7,-89.44
144,-69.57,-89.44
122,-68.44,-89.44
9,-78.6,-88.52
8,-77.47,-88.52
640,-72.95,-88.52
490,-71.82,-88.52
170,-70.69,-88.52
29,-69.56,-88.52
42,-68.43,-88.52
662,-72.95,-87.59
566,-71.82,-87.59
114,-70.69,-87.59
442,-69.56,-87.59
962,-78.59,-86.67
163,-77.46,-86.67
192,-72.94,-86.67
462,-71.81,-86.67
53,-69.56,-86.67
33,-68.43,-86.67
824,-78.59,-85.74
12,-77.46,-85.74
164,-72.94,-85.74
964,-71.81,-85.74
41,-70.68,-85.74
5,-68.42,-85.74
1582,-78.58,-84.81
12,-77.45,-84.81
13,-74.07,-84.81
49,-72.94,-84.81
248,-71.81,-84.81
78,-70.68,-84.81
47,-69.55,-84.81
36,-68.42,-84.81
1488,-78.58,-83.89
17,-77.45,-83.89
13,-75.19,-83.89
14,-74.06,-83.89
148,-72.93,-83.89
21,-71.8,-83.89
97,-70.67,-83.89
104,-69.55,-83.89
180,-68.42,-83.89
23,-67.32,-92.22
22,-66.19,-92.22
18,-62.8,-92.22
45,-61.67,-92.22
45,-60.54,-92.22
17,-59.41,-92.22
76,-58.28,-92.22
58,-57.15,-92.22
4,-67.32,-91.3
45,-66.19,-91.3
64,-65.06,-91.3
80,-63.93,-91.3
56,-62.8,-91.3
22,-60.54,-91.3
29,-59.41,-91.3
45,-58.28,-91.3
11,-57.15,-91.3
98,-66.18,-90.37
43,-62.79,-90.37
63,-61.67,-90.37
48,-60.54,-90.37
25,-59.41,-90.37
39,-58.28,-90.37
78,-57.15,-90.37
64,-66.18,-89.44
31,-65.05,-89.44
14,-63.92,-89.44
27,-60.53,-89.44
9,-58.27,-89.44
52,-57.14,-89.44
36,-67.31,-88.52
72,-62.79,-88.52
35,-61.66,-88.52
125,-60.53,-88.52
38,-59.4,-88.52
207,-58.27,-88.52
26,-57.14,-88.52
102,-67.3,-87.59
26,-63.91,-87.59
9,-62.78,-87.59
97,-61.66,-87.59
28,-60.53,-87.59
5,-59.4,-87.59
15,-58.27,-87.59
23,-57.14,-87.59
23,-67.3,-86.67
18,-66.17,-86.67
25,-65.04,-86.67
77,-63.91,-86.67
98,-62.78,-86.67
53,-61.65,-86.67
113,-60.52,-86.67
6,-59.39,-86.67
11,-58.26,-86.67
19,-57.14,-86.67
75,-67.29,-85.74
83,-66.17,-85.74
204,-65.04,-85.74
72,-63.91,-85.74
73,-62.78,-85.74
23,-61.65,-85.74
29,-60.52,-85.74
64,-59.39,-85.74
168,-58.26,-85.74
92,-57.13,-85.74
38,-67.29,-84.81
61,-66.16,-84.81
48,-65.03,-84.81
204,-63.9,-84.81
34,-62.78,-84.81
6,-61.65,-84.81
9,-60.52,-84.81
28,-59.39,-84.81
50,-58.26,-84.81
91,-57.13,-84.81
55,-67.29,-83.89
264,-66.16,-83.89
62,-65.03,-83.89
147,-63.9,-83.89
43,-62.77,-83.89
38,-61.64,-83.89
29,-60.51,-83.89
47,-59.38,-83.89
10,-58.26,-83.89
68,-57.13,-83.89
78,-56.02,-92.22
74,-54.89,-92.22
41,-53.77,-92.22
3,-48.12,-92.22
10,-45.86,-92.22
25,-56.02,-91.3
49,-54.89,-91.3
19,-53.76,-91.3
48,-51.5,-91.3
46,-50.37,-91.3
24,-49.24,-91.3
8,-46.99,-91.3
5,-45.86,-91.3
42,-56.02,-90.37
35,-54.89,-90.37
52,-53.76,-90.37
2,-52.63,-90.37
14,-50.37,-90.37
93,-49.24,-90.37
2,-46.98,-90.37
2,-45.85,-90.37
62,-56.02,-89.44
57,-54.89,-89.44
56,-53.76,-89.44
36,-49.24,-89.44
7,-48.11,-89.44
33,-56.01,-88.52
59,-54.88,-88.52
11,-53.75,-88.52
3,-52.62,-88.52
4,-51.5,-88.52
13,-50.37,-88.52
21,-49.24,-88.52
68,-48.11,-88.52
25,-46.98,-88.52
58,-56.01,-87.59
34,-54.88,-87.59
8,-51.49,-87.59
29,-50.36,-87.59
179,-46.98,-87.59
219,-45.85,-87.59
1,-56.01,-86.67
7,-54.88,-86.67
5,-52.62,-86.67
71,-45.84,-86.67
17,-56.0,-85.74
4,-54.87,-85.74
21,-56.0,-84.81
25,-52.61,-84.81
14,-45.84,-84.81
85,-56.0,-83.89
18,-48.09,-83.89
5,-46.97,-83.89
28,-43.6,-92.22
70,-42.47,-92.22
98,-41.34,-92.22
6,-36.82,-92.22
46,-35.69,-92.22
253,-34.56,-92.22
3,-44.73,-91.3
8,-43.6,-91.3
51,-42.47,-91.3
8,-36.82,-91.3
29,-35.69,-91.3
81,-34.56,-91.3
27,-43.59,-90.37
24,-43.59,-89.44
7,-41.33,-89.44
40,-43.59,-88.52
12,-42.46,-88.52
423,-44.72,-87.59
33,-43.59,-87.59
127,-44.71,-86.67
125,-43.59,-86.67
17,-42.46,-86.67
11,-41.33,-86.67
3,-44.71,-85.74
8,-42.45,-85.74
100,-41.33,-85.74
1,-40.2,-85.74
3,-40.19,-84.81
3,-44.71,-83.89
5,-42.45,-83.89
27,-41.32,-83.89
8,-33.43,-92.22
3,-31.17,-92.22
59,-28.92,-92.22
3,-27.79,-92.22
16,-26.66,-92.22
1,-25.53,-92.22
11,-24.4,-92.22
80,-28.91,-91.3
12,-25.53,-91.3
3,-24.4,-91.3
5,-23.27,-91.3
4,-33.43,-90.37
3,-30.04,-90.37
12,-28.91,-90.37
6,-26.65,-90.37
12,-25.52,-90.37
34,-24.4,-90.37
5,-23.27,-90.37
4,-31.17,-89.44
5,-30.04,-89.44
16,-28.91,-89.44
21,-27.78,-89.44
9,-25.52,-89.44
3,-24.39,-89.44
6,-28.91,-88.52
19,-24.39,-88.52
2,-23.26,-88.52
4,-31.17,-87.59
59,-28.91,-87.59
8,-25.52,-87.59
15,-24.39,-87.59
27,-28.91,-86.67
7,-27.78,-86.67
3,-26.65,-85.74
2,-19.88,-92.22
10,-22.14,-91.3
13,-18.75,-91.3
8,-22.14,-90.37
47,-17.62,-90.37
5158,-89.86,-82.96
4116,-88.73,-82.96
2774,-87.6,-82.96
3456,-86.48,-82.96
534,-85.35,-82.96
1075,-84.22,-82.96
897,-83.09,-82.96
586,-81.96,-82.96
124,-80.83,-82.96
1614,-79.7,-82.96
3178,-89.86,-82.04
7251,-88.73,-82.04
5916,-87.6,-82.04
5041,-86.47,-82.04
890,-85.34,-82.04
88,-84.21,-82.04
31,-81.96,-82.04
17,-80.83,-82.04
144,-79.7,-82.04
1814,-89.85,-81.11
4022,-88.72,-81.11
7616,-87.6,-81.11
4947,-86.47,-81.11
169,-85.34,-81.11
3076,-84.21,-81.11
271,-83.08,-81.11
22,-81.95,-81.11
14,-80.82,-81.11
777,-89.85,-80.19
1498,-88.72,-80.19
5765,-87.59,-80.19
7211,-86.46,-80.19
1620,-85.33,-80.19
2727,-84.21,-80.19
15,-83.08,-80.19
160,-81.95,-80.19
69,-80.82,-80.19
165,-89.84,-79.26
3197,-88.72,-79.26
3478,-87.59,-79.26
6156,-86.46,-79.26
6255,-85.33,-79.26
2017,-84.2,-79.26
1,-81.94,-79.26
9,-80.81,-79.26
241,-79.69,-79.26
206,-89.84,-78.33
2299,-88.71,-78.33
3392,-87.58,-78.33
1706,-86.45,-78.33
3510,-85.32,-78.33
665,-84.2,-78.33
2,-79.68,-78.33
128,-89.83,-77.41
1676,-88.71,-77.41
1112,-87.58,-77.41
193,-86.45,-77.41
12,-85.32,-77.41
6,-84.19,-77.41
8,-83.06,-77.41
180,-89.83,-76.48
414,-87.57,-76.48
737,-86.44,-76.48
205,-89.83,-75.56
4,-88.7,-75.56
216,-86.44,-75.56
79,-85.31,-75.56
20,-85.31,-74.63
1028,-78.57,-82.96
601,-77.44,-82.96
